,Arithmancy,Astronomy,Herbology,Defense Against the Dark Arts,Divination,Muggle Studies,Ancient Runes,History of Magic,Transfiguration,Potions,Care of Magical Creatures,Charms,Flying
mean,49634.57024265645,39.79713089016475,1.1410195296768044,-0.3878634974417863,3.153909673286355,-224.58991486346417,495.74797005915786,2.963094615116594,1030.0969463871304,5.95037299278009,-0.0534271367004963,-243.3744090125,21.9580125
std,16501.51943059509,515.0657196248314,5.16553955657155,5.162015873475544,4.104313679917074,480.9926662154275,105.11550760219579,4.3658605718039025,43.653472666327566,3.1181848395352114,0.95922920574659,8.783639876017117,97.63160206806158
Gryffindor,-0.27222787422374023,0.18606396853076868,-1.906873947260643,-0.1514143481773923,0.8707446580787769,-0.3104910416278462,1.4784310784226904,-1.4028551036610852,-2.0120934190657636,-0.37268050181292717,-0.0772519798275812,-0.7328070378442382,1.3906558630342678
Hufflepuff,0.111355731539169,1.510418882388136,1.4544996930648648,-1.49718383786613,0.6587749928802512,-0.7407335603728995,-1.5959699295893248,0.8739868779287843,0.7545975229771915,-0.427450415314585,-0.048178387669040514,-0.1082338443208034,-0.7041424115136778
Ravenclaw,0.36190254796628185,-0.8280301290177629,0.6720428464177931,0.922707913237924,0.42815205354554176,1.8873569226575977,1.316224535174432,0.1200899881760287,0.052909478906335614,-0.024533096006166967,0.005721055255292687,1.3935670980597759,-0.019410980067220713
Slytherin,-0.023444950259667193,-1.1574855726432174,-1.3645703057436158,1.0341886797891462,-2.852470836293984,-0.4984054373889523,-1.081808418341864,-0.2598725361439174,0.6292649436803128,0.7968681742470821,-0.06620379862816594,-1.3605864018869518,-0.7877779827553814
